tabla,columna,descripcion,rol_analitico,origen,grano,riesgo_leakage,observaciones
dataset_analitico_interno,imputacion_directa_procedimiento_inmediato,Procesos con imputación directa por procedimiento inmediato.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,otras_formas_finalizacion,Otras formas de finalización de competencia.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,recibidas_declinatoria_inhibitoria,Causas recibidas por declinatoria o inhibitoria de competencia (reenvío desde otro juzgado).,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,ingresadas_conversion_acciones,Causas ingresadas por conversión de acciones de otros delitos.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,otras_formas_conclusion,Otras formas de conclusión de la causa.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,resueltas_sentencia,Causas resueltas con sentencia.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,ingresadas_reenvio,"Causas ingresadas por reenvío, por declinatoria de competencia de otros juzgados.",resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,otras_formas_ingreso,Causas ingresadas por vías que el cuadro no detalla.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,remitidas_excusa_recusacion,Causas remitidas a otro juzgado por excusa o recusación.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,remitidas_otras_formas,Causas remitidas por vías que el cuadro no detalla.,resultado,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,True,Resultado o componente del resultado: no usar como predictor del mismo outcome.
dataset_analitico_interno,materia_seccion,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,proceso,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,tipo_accion_penal,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",proceso,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,materia_norm,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",materia,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,materia_homologada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",materia,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,materia_cruda,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",materia,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,ciudad,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,geografia,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,distrito,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",geografia,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,departamento_derivado,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",geografia,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,es_total_nacional,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",trazabilidad,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,grupo_proceso_norm,"grupo_proceso resuelto contra la lista cerrada de etiquetas del capítulo: ORDINARIO, EXTRAORDINARIO, MONITOREO, PROCESO CONCURSALES, PROCESOS VOLUNTARIOS y las tres del fuero penal.",proceso,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,etapa_proceso_fuente,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",proceso,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,contexto_accion_penal,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",proceso,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,gestion,Gestión (año) a la que corresponde el dato.,trazabilidad,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,revisado_manual,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,trazabilidad,causas_por_tipo_proceso,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,territorio,Clave geográfica comparable: ciudad para capital y El Alto; distrito judicial para provincia.,geografia,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,tipo_elemento_analitico,"Clasificación analítica auditada: proceso, acción penal u otro detalle; no modifica el literal fuente.",proceso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,recurso_juzgados_publicados,Componente geográfico derivado de los cuadros 4.1.x; no se asigna por materia o proceso.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,recurso_tribunales_publicados,Componente geográfico derivado de los cuadros 4.1.x; no se asigna por materia o proceso.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,recurso_salas_publicadas,Componente geográfico derivado de los cuadros 4.1.x; no se asigna por materia o proceso.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,recurso_conciliadores_publicados,Componente geográfico derivado de los cuadros 4.1.x; no se asigna por materia o proceso.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,recurso_otros_organos_publicados,Componente geográfico derivado de los cuadros 4.1.x; no se asigna por materia o proceso.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,recursos_clasificacion_completa,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_cuadro_origen,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",trazabilidad,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_pagina_pdf,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",trazabilidad,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_distrito,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",geografia,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_gestion,Gestión (año) a la que corresponde el dato.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_items_mujer,Ítems de personal ocupados por mujeres.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_items_varon,Ítems de personal ocupados por varones.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_items_acefalias,Ítems presupuestados y vacantes (acefalías).,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_items_total,Total de ítems: mujer + varón + acefalías.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_remun_mujer,Remuneración mensual de los ítems ocupados por mujeres.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
dataset_analitico_interno,personal_remun_varon,Remuneración mensual de los ítems ocupados por varones.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
dataset_analitico_interno,personal_remun_acefalias,Remuneración mensual presupuestada de los ítems vacantes.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
dataset_analitico_interno,personal_remun_total,Remuneración mensual total del ente o distrito.,recurso,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,Recurso estructural; no usar como predictor si el outcome se deriva de remuneraciones o costo.
dataset_analitico_interno,personal_nivel_geografico,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,geografia,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
dataset_analitico_interno,personal_metodo_seleccion,Campo conservado o derivado por la integración interna; ver documentación de la tabla.,trazabilidad,derivada en integración,ámbito × territorio × materia homologada × literal de proceso × etapa fuente × contexto penal,False,
metricas_tipo_proceso_long,familia_metrica,Familia de la tabla longitudinal de procedencia.,identificador,derivada en integración,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,cuadro_origen,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,pagina_pdf,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,firma,"Firma de encabezado del cuadro: identifica el LAYOUT, es decir el juego de columnas con el que se leyó la página. Es la clave de src/procesos.py. Se usa la firma y no el número de cuadro porque el anuario numera mal: hay dos cuadros distintos numerados 5.3.3.1 y un 6.3.1.4 en medio del capítulo 5.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,familia,"Familia temática del cuadro dentro de los capítulos 5 y 6: causas, resueltas, apelacion, ejecucion u otros.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,ambito,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",geografia,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,titulo_pagina,"Encabezado corrido de la página, literal del PDF ('Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto'). Es de donde sale la materia.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,entidad,"Ciudad capital o distrito judicial al que pertenece la fila, tal como encabeza su bloque en la página. El ámbito sale del encabezado y las entidades, no de la numeración del cuadro, porque el 6.3.1.4 de las páginas 357-359 es de capitales. TOTAL NACIONAL aparece en la página de cierre de cada cuadro.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,num_juzgados_pagina,"Número de juzgados o tribunales que declara la línea de cabecera de la página ('SUCRE 14'). Vale para la ciudad entera y para el cuadro entero, NO por fila ni por tipo de proceso: el anuario no desagrega por juzgado en ninguna parte. No siempre coincide con el num_juzgados del cuadro 9.1.x; las diferencias están en auditoria/discrepancias.csv.",no_usar_como_predictor,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,Conteo nominal/de página; no sustituye un número físico auditado de juzgados.
metricas_tipo_proceso_long,unidad_fila,"Qué representa la fila: 'tipo_proceso' en los cuadros que desagregan por tipo de proceso dentro de cada ciudad, y 'entidad' en los cuadros de una sola página que traen una fila por ciudad y no abren el tipo de proceso.",trazabilidad,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,grupo_proceso,"Etiqueta del grupo al que pertenece la fila, verbatim. Viene impresa EN VERTICAL en el margen izquierdo del cuadro y llega con el corte de palabra del PDF ('EXTRAORDI NARIO'), que no se puede deshacer desde la geometría.",proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,tipo_proceso_extraido,Literal obtenido originalmente por la extracción geométrica del PDF antes de aplicar las correcciones deterministas auditadas. Se conserva exclusivamente para trazabilidad.,proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
metricas_tipo_proceso_long,tipo_proceso,Literal de la fila fuente reconstruido a partir del PDF. Las correcciones reparan únicamente defectos de extracción auditados; no corrigen errores editoriales ni realizan homologación semántica. Nulo cuando unidad_fila es 'entidad'.,proceso,tabla de familia_metrica,familia de métrica × cuadro × fila fuente × columna-métrica,False,
