tabla,columna,tipo,unidad,origen,descripcion,no_nulos,nulos,valores_distintos,minimo,maximo,ejemplo
personal,items_mujer,Int64,ítems,fuente,Ítems de personal ocupados por mujeres.,85,0,53,3,4031,62
personal,items_varon,Int64,ítems,fuente,Ítems de personal ocupados por varones.,85,0,50,0,2975,103
personal,items_acefalias,Int64,ítems,fuente,Ítems presupuestados y vacantes (acefalías).,85,0,23,0,321,2
personal,items_total,Int64,ítems,fuente,Total de ítems: mujer + varón + acefalías.,85,0,57,3,7327,167
personal,remun_mujer,Int64,Bs/mes,fuente,Remuneración mensual de los ítems ocupados por mujeres.,85,0,67,49,24071930,528887
personal,remun_varon,Int64,Bs/mes,fuente,Remuneración mensual de los ítems ocupados por varones.,85,0,66,0,23459730,1142866
personal,remun_acefalias,Int64,Bs/mes,fuente,Remuneración mensual presupuestada de los ítems vacantes.,84,1,33,0,1610840,18013
personal,remun_total,Int64,Bs/mes,fuente,Remuneración mensual total del ente o distrito.,85,0,65,100,49142500,1689766
personal,distrito_derivado_del_bloque,boolean,,derivada,"True si el distrito no estaba en la fila sino en la celda combinada del bloque, centrada verticalmente, y se asignó a todas las filas del bloque hasta su SUB TOTAL.",64,21,1,True,True,True
personal,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",63,22,9,,,Chuquisaca
personal,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",85,0,3,,,dato
personal,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,85,0,1,2023,2023,2023
personal,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,85,0,1,False,False,False
personal_jurisdiccional,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",3,0,1,,,s/n (p. 746)
personal_jurisdiccional,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",3,0,1,746,746,746
personal_jurisdiccional,titulo_tabla,str,,fuente,"Título de la tabla, conservado porque esta no tiene número de cuadro con el cual referenciarla.",3,0,1,,,RELACIÓN DE PERSONAL JURISDICCIONAL Y ADMINISTRATIVO EN EL ÓRGANO JUDICIAL
personal_jurisdiccional,personal,str,,fuente,"Tipo de personal: JURISDICCIONAL, ADMINISTRATIVO o TOTAL.",3,0,3,,,JURISDICCIONAL
personal_jurisdiccional,items,Int64,ítems,fuente,Ítems de personal del tipo indicado.,3,0,3,1569,7327,5758
personal_jurisdiccional,items_pct,Float64,%,fuente,Participación del tipo de personal en el total de ítems.,3,0,3,21.0,100.0,79.0
personal_jurisdiccional,remuneracion,Int64,Bs/mes,fuente,Remuneración mensual del tipo de personal indicado.,3,0,3,9467800,49142500,39674700
personal_jurisdiccional,remuneracion_pct,Float64,%,fuente,Participación del tipo de personal en la remuneración total.,3,0,3,19.0,100.0,81.0
personal_jurisdiccional,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",3,0,2,,,dato
personal_jurisdiccional,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,3,0,1,2023,2023,2023
personal_jurisdiccional,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,3,0,1,False,False,False
autoridad_sumariante,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",27,0,3,,,13.1.1
autoridad_sumariante,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",27,0,3,737,739,737
autoridad_sumariante,eje,str,,derivada,"Qué representa la etiqueta de la fila en ese cuadro: materia, ciudad, departamento, distrito o ente.",27,0,2,,,distrito
autoridad_sumariante,etiqueta_fila,str,,fuente,"Rótulo de la fila tal como está impreso en el PDF, verbatim.",27,0,15,,,OFICINA NACIONAL
autoridad_sumariante,pendientes_inicio,Int64,denuncias,fuente,Denuncias que venían pendientes al inicio de la gestión.,11,16,8,0,132,39
autoridad_sumariante,recibidas,Int64,denuncias,fuente,Denuncias disciplinarias recibidas durante la gestión.,11,16,10,0,189,57
autoridad_sumariante,atendidas,Int64,denuncias,fuente,Total de denuncias atendidas: pendientes_inicio + recibidas.,11,16,9,0,321,96
autoridad_sumariante,resoluciones_primera_instancia,Int64,resoluciones,fuente,Resoluciones dictadas en primera instancia.,11,16,10,0,170,61
autoridad_sumariante,rechazadas,Int64,denuncias,fuente,Denuncias rechazadas.,11,16,7,0,67,18
autoridad_sumariante,en_tramite,Int64,procesos,fuente,Procesos sumarios que quedan en trámite.,11,16,7,0,84,17
autoridad_sumariante,amonestacion,Int64,sanciones,fuente,"Sanciones de amonestación. El cuadro las agrupa bajo faltas LEVES, pero la agrupación no se codificó: la columna lleva el nombre inequívoco del encabezado inferior.",16,11,7,0,22,11
autoridad_sumariante,multa,Int64,sanciones,fuente,Sanciones de multa (agrupadas en el cuadro bajo faltas LEVES).,16,11,7,0,16,8
autoridad_sumariante,suspension,Int64,sanciones,fuente,Sanciones de suspensión (agrupadas bajo faltas GRAVES).,16,11,8,0,58,10
autoridad_sumariante,destitucion,Int64,sanciones,fuente,Sanciones de destitución (agrupadas bajo faltas GRAVÍSIMAS).,16,11,5,0,10,5
autoridad_sumariante,total_sanciones,Int64,sanciones,fuente,Total de sanciones impuestas: suma de las cuatro anteriores.,16,11,11,0,106,34
autoridad_sumariante,distrito,str,,fuente,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",22,5,11,,,OFICINA NACIONAL
autoridad_sumariante,ente,str,,fuente,"Ente del Órgano Judicial dentro del distrito: Tribunal Departamental de Justicia, Consejo de la Magistratura, Derechos Reales, Juzgados Disciplinarios, DAF Enlace, etc.",5,22,5,,,CONSEJO DE LA MAGISTRATURA
autoridad_sumariante,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",18,9,9,,,Chuquisaca
autoridad_sumariante,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",27,0,2,,,dato
autoridad_sumariante,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,27,0,1,2023,2023,2023
autoridad_sumariante,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,27,0,1,False,False,False
causas_por_tipo_proceso,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",2419,0,20,,,5.1.1.1
causas_por_tipo_proceso,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",2419,0,109,121,640,121
causas_por_tipo_proceso,firma,str,,derivado,"Firma de encabezado del cuadro: identifica el LAYOUT, es decir el juego de columnas con el que se leyó la página. Es la clave de src/procesos.py. Se usa la firma y no el número de cuadro porque el anuario numera mal: hay dos cuadros distintos numerados 5.3.3.1 y un 6.3.1.4 en medio del capítulo 5.",2419,0,18,,,20d3125560
causas_por_tipo_proceso,familia,str,,derivado,"Familia temática del cuadro dentro de los capítulos 5 y 6: causas, resueltas, apelacion, ejecucion u otros.",2419,0,1,,,causas
causas_por_tipo_proceso,ambito,str,,derivada,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",2419,0,2,,,capital
causas_por_tipo_proceso,titulo_pagina,str,,literal del PDF,"Encabezado corrido de la página, literal del PDF ('Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto'). Es de donde sale la materia.",2419,0,15,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
causas_por_tipo_proceso,entidad,str,,literal del PDF,"Ciudad capital o distrito judicial al que pertenece la fila, tal como encabeza su bloque en la página. El ámbito sale del encabezado y las entidades, no de la numeración del cuadro, porque el 6.3.1.4 de las páginas 357-359 es de capitales. TOTAL NACIONAL aparece en la página de cierre de cada cuadro.",2419,0,15,,,SUCRE
causas_por_tipo_proceso,num_juzgados_pagina,Int64,juzgados,literal del PDF,"Número de juzgados o tribunales que declara la línea de cabecera de la página ('SUCRE 14'). Vale para la ciudad entera y para el cuadro entero, NO por fila ni por tipo de proceso: el anuario no desagrega por juzgado en ninguna parte. No siempre coincide con el num_juzgados del cuadro 9.1.x; las diferencias están en auditoria/discrepancias.csv.",2386,33,47,0,209,14
causas_por_tipo_proceso,unidad_fila,str,,derivado,"Qué representa la fila: 'tipo_proceso' en los cuadros que desagregan por tipo de proceso dentro de cada ciudad, y 'entidad' en los cuadros de una sola página que traen una fila por ciudad y no abren el tipo de proceso.",2419,0,2,,,tipo_proceso
causas_por_tipo_proceso,grupo_proceso,str,,literal del PDF,"Etiqueta del grupo al que pertenece la fila, verbatim. Viene impresa EN VERTICAL en el margen izquierdo del cuadro y llega con el corte de palabra del PDF ('EXTRAORDI NARIO'), que no se puede deshacer desde la geometría.",240,2179,8,,,ORDIN ARIO
causas_por_tipo_proceso,tipo_proceso_extraido,str,,literal extraído del PDF,Literal obtenido originalmente por la extracción geométrica del PDF antes de aplicar las correcciones deterministas auditadas. Se conserva exclusivamente para trazabilidad.,2386,33,130,,,ORDINARIO
